,Unnamed: 0,Name,client,split_seed,forest_seed,c_central,cindex_on_global_model,global_c_index_mean,global_c_index_weighted,training_samples,test_samples,concordant_pairs
177,177,5_uneven,3,2,6,0.6591235632183908,0.6815476190476191,0.6738883021363875,0.664797003655215,102.0,34.0,238.0
178,178,5_uneven,4,2,6,0.6591235632183908,0.6282051282051282,0.6738883021363875,0.664797003655215,128.0,43.0,288.0
179,179,5_uneven,5,2,6,0.6591235632183908,0.6695842450765864,0.6738883021363875,0.664797003655215,208.0,70.0,896.0
180,180,5_uneven,1,2,7,0.6613984674329502,0.0,0.6726870447466727,0.6665134727598798,25.0,8.0,0.0
181,181,5_uneven,2,2,7,0.6613984674329502,0.7027027027027027,0.6726870447466727,0.6665134727598798,51.0,17.0,44.0
182,182,5_uneven,3,2,7,0.6613984674329502,0.6845238095238095,0.6726870447466727,0.6665134727598798,102.0,34.0,232.0
183,183,5_uneven,4,2,7,0.6613984674329502,0.6324786324786325,0.6726870447466727,0.6665134727598798,128.0,43.0,288.0
184,184,5_uneven,5,2,7,0.6613984674329502,0.6710430342815463,0.6726870447466727,0.6665134727598798,208.0,70.0,890.0
185,185,5_uneven,1,2,8,0.6585249042145593,0.0,0.6714088090934371,0.6656821824299457,25.0,8.0,0.0
186,186,5_uneven,2,2,8,0.6585249042145593,0.7027027027027027,0.6714088090934371,0.6656821824299457,51.0,17.0,47.0
187,187,5_uneven,3,2,8,0.6585249042145593,0.6815476190476191,0.6714088090934371,0.6656821824299457,102.0,34.0,232.0
188,188,5_uneven,4,2,8,0.6585249042145593,0.6303418803418803,0.6714088090934371,0.6656821824299457,128.0,43.0,289.0
189,189,5_uneven,5,2,8,0.6585249042145593,0.6710430342815463,0.6714088090934371,0.6656821824299457,208.0,70.0,894.0
190,190,5_uneven,1,2,9,0.6567289272030651,0.0,0.6708085363719937,0.6629439115364195,25.0,8.0,0.0
191,191,5_uneven,2,2,9,0.6567289272030651,0.7027027027027027,0.6708085363719937,0.6629439115364195,51.0,17.0,47.0
192,192,5_uneven,3,2,9,0.6567289272030651,0.6785714285714286,0.6708085363719937,0.6629439115364195,102.0,34.0,236.0
193,193,5_uneven,4,2,9,0.6567289272030651,0.6367521367521367,0.6708085363719937,0.6629439115364195,128.0,43.0,289.0
194,194,5_uneven,5,2,9,0.6567289272030651,0.6652078774617067,0.6708085363719937,0.6629439115364195,208.0,70.0,889.0
195,195,5_uneven,1,2,10,0.6578065134099617,0.0,0.6693865258211539,0.664463097216801,25.0,8.0,0.0
196,196,5_uneven,2,2,10,0.6578065134099617,0.7027027027027027,0.6693865258211539,0.664463097216801,51.0,17.0,48.0
197,197,5_uneven,3,2,10,0.6578065134099617,0.6755952380952381,0.6693865258211539,0.664463097216801,102.0,34.0,232.0
198,198,5_uneven,4,2,10,0.6578065134099617,0.6282051282051282,0.6693865258211539,0.664463097216801,128.0,43.0,285.0
199,199,5_uneven,5,2,10,0.6578065134099617,0.6710430342815463,0.6693865258211539,0.664463097216801,208.0,70.0,899.0
200,200,central,-1,2,1,0.6594827586206896,-1.0,-1.0,-1.0,514.0,172.0,5508.0
201,201,central,-1,2,2,0.6633141762452107,-1.0,-1.0,-1.0,514.0,172.0,5540.0
202,202,central,-1,2,3,0.6611590038314177,-1.0,-1.0,-1.0,514.0,172.0,5522.0
203,203,central,-1,2,4,0.6599616858237548,-1.0,-1.0,-1.0,514.0,172.0,5512.0
204,204,central,-1,2,5,0.6611590038314177,-1.0,-1.0,-1.0,514.0,172.0,5522.0
205,205,central,-1,2,6,0.6612787356321839,-1.0,-1.0,-1.0,514.0,172.0,5523.0
206,206,central,-1,2,7,0.6604406130268199,-1.0,-1.0,-1.0,514.0,172.0,5516.0
207,207,central,-1,2,8,0.6623563218390804,-1.0,-1.0,-1.0,514.0,172.0,5532.0
208,208,central,-1,2,9,0.6612787356321839,-1.0,-1.0,-1.0,514.0,172.0,5523.0
209,209,central,-1,2,10,0.6599616858237548,-1.0,-1.0,-1.0,514.0,172.0,5512.0
0,0,2_even,1,3,1,0.6317870015114522,0.6750524109014675,0.6269721157409712,0.6364438436806562,257.0,86.0,1595.0
1,1,2_even,2,3,1,0.6317870015114522,0.578891820580475,0.6269721157409712,0.6364438436806562,257.0,86.0,1070.0
2,2,2_even,1,3,2,0.634461109173352,0.6729559748427673,0.6298816813527821,0.6379701477905437,257.0,86.0,1594.0
3,3,2_even,2,3,2,0.634461109173352,0.5868073878627968,0.6298816813527821,0.6379701477905437,257.0,86.0,1090.0
4,4,2_even,1,3,3,0.6362050924311127,0.6733752620545074,0.6300913249586522,0.6386450170308141,257.0,86.0,1609.0
5,5,2_even,2,3,3,0.6362050924311127,0.5868073878627968,0.6300913249586522,0.6386450170308141,257.0,86.0,1078.0
6,6,2_even,1,3,4,0.6359725613300778,0.6746331236897275,0.6325672214754706,0.6407064988924356,257.0,86.0,1613.0
7,7,2_even,2,3,4,0.6359725613300778,0.5905013192612137,0.6325672214754706,0.6407064988924356,257.0,86.0,1090.0
8,8,2_even,1,3,5,0.6336472503197302,0.670020964360587,0.6284141761116919,0.6364136962026843,257.0,86.0,1603.0
9,9,2_even,2,3,5,0.6336472503197302,0.5868073878627968,0.6284141761116919,0.6364136962026843,257.0,86.0,1086.0
10,10,2_even,1,3,6,0.6343448436228346,0.6721174004192872,0.629462394141042,0.6377063710553795,257.0,86.0,1596.0
11,11,2_even,2,3,6,0.6343448436228346,0.5868073878627968,0.629462394141042,0.6377063710553795,257.0,86.0,1079.0
12,12,2_even,1,3,7,0.6355074991280084,0.6758909853249476,0.6308214821083842,0.6396270077181825,257.0,86.0,1603.0
13,13,2_even,2,3,7,0.6355074991280084,0.5857519788918206,0.6308214821083842,0.6396270077181825,257.0,86.0,1079.0
14,14,2_even,1,3,8,0.6346936402743867,0.6729559748427673,0.6298816813527821,0.6383288856150396,257.0,86.0,1598.0
15,15,2_even,2,3,8,0.6346936402743867,0.5868073878627968,0.6298816813527821,0.6383288856150396,257.0,86.0,1074.0
16,16,2_even,1,3,9,0.6355074991280084,0.6737945492662474,0.6310925252927543,0.6392512360184162,257.0,86.0,1599.0
17,17,2_even,2,3,9,0.6355074991280084,0.5883905013192612,0.6310925252927543,0.6392512360184162,257.0,86.0,1086.0
