,Unnamed: 0,Name,client,split_seed,forest_seed,c_central,cindex_on_global_model,global_c_index_mean,global_c_index_weighted,training_samples,test_samples,concordant_pairs
125,125,5_even,1,1,6,0.5969258589511754,0.6554621848739496,0.6144262257748627,0.6238002752646793,64.0,21.0,88.0
126,126,5_even,2,1,6,0.5969258589511754,0.5084033613445378,0.6144262257748627,0.6238002752646793,64.0,21.0,43.0
127,127,5_even,3,1,6,0.5969258589511754,0.6,0.6144262257748627,0.6238002752646793,64.0,21.0,51.0
128,128,5_even,4,1,6,0.5969258589511754,0.6944444444444444,0.6144262257748627,0.6238002752646793,64.0,21.0,59.0
129,129,5_even,5,1,6,0.5969258589511754,0.6138211382113821,0.6144262257748627,0.6238002752646793,68.0,24.0,78.0
130,130,5_even,1,1,7,0.5978300180831826,0.6638655462184874,0.6122040035526406,0.6221908861105417,64.0,21.0,88.0
131,131,5_even,2,1,7,0.5978300180831826,0.5,0.6122040035526406,0.6221908861105417,64.0,21.0,45.0
132,132,5_even,3,1,7,0.5978300180831826,0.6,0.6122040035526406,0.6221908861105417,64.0,21.0,53.0
133,133,5_even,4,1,7,0.5978300180831826,0.6833333333333333,0.6122040035526406,0.6221908861105417,64.0,21.0,60.0
134,134,5_even,5,1,7,0.5978300180831826,0.6138211382113821,0.6122040035526406,0.6221908861105417,68.0,24.0,79.0
135,135,5_even,1,1,8,0.5934900542495479,0.6554621848739496,0.6083011090615108,0.6174827534145244,64.0,21.0,88.0
136,136,5_even,2,1,8,0.5934900542495479,0.5,0.6083011090615108,0.6174827534145244,64.0,21.0,46.0
137,137,5_even,3,1,8,0.5934900542495479,0.6,0.6083011090615108,0.6174827534145244,64.0,21.0,54.0
138,138,5_even,4,1,8,0.5934900542495479,0.6722222222222223,0.6083011090615108,0.6174827534145244,64.0,21.0,60.0
139,139,5_even,5,1,8,0.5934900542495479,0.6138211382113821,0.6083011090615108,0.6174827534145244,68.0,24.0,76.0
140,140,5_even,1,1,9,0.5920433996383363,0.6470588235294118,0.604398214570381,0.6146399363549684,64.0,21.0,87.0
141,141,5_even,2,1,9,0.5920433996383363,0.5,0.604398214570381,0.6146399363549684,64.0,21.0,43.0
142,142,5_even,3,1,9,0.5920433996383363,0.5777777777777777,0.604398214570381,0.6146399363549684,64.0,21.0,51.0
143,143,5_even,4,1,9,0.5920433996383363,0.6833333333333333,0.604398214570381,0.6146399363549684,64.0,21.0,59.0
144,144,5_even,5,1,9,0.5920433996383363,0.6138211382113821,0.604398214570381,0.6146399363549684,68.0,24.0,78.0
145,145,5_even,1,1,10,0.5963833634719711,0.6554621848739496,0.6144262257748628,0.6225398334305041,64.0,21.0,88.0
146,146,5_even,2,1,10,0.5963833634719711,0.5084033613445378,0.6144262257748628,0.6225398334305041,64.0,21.0,46.0
147,147,5_even,3,1,10,0.5963833634719711,0.6111111111111112,0.6144262257748628,0.6225398334305041,64.0,21.0,53.0
148,148,5_even,4,1,10,0.5963833634719711,0.6833333333333333,0.6144262257748628,0.6225398334305041,64.0,21.0,60.0
149,149,5_even,5,1,10,0.5963833634719711,0.6138211382113821,0.6144262257748628,0.6225398334305041,68.0,24.0,79.0
150,150,5_uneven,1,1,1,0.5801084990958408,0.0,0.5568570318570318,0.5818141960241017,16.0,5.0,0.0
151,151,5_uneven,2,1,1,0.5801084990958408,0.0,0.5568570318570318,0.5818141960241017,32.0,10.0,0.0
152,152,5_uneven,3,1,1,0.5801084990958408,0.5576923076923077,0.5568570318570318,0.5818141960241017,64.0,21.0,57.0
153,153,5_uneven,4,1,1,0.5801084990958408,0.4916666666666666,0.5568570318570318,0.5818141960241017,81.0,27.0,101.0
154,154,5_uneven,5,1,1,0.5801084990958408,0.6212121212121212,0.5568570318570318,0.5818141960241017,131.0,45.0,266.0
155,155,5_uneven,1,1,2,0.5793851717902351,0.0,0.5568376068376069,0.5842597573366805,16.0,5.0,0.0
156,156,5_uneven,2,1,2,0.5793851717902351,0.0,0.5568376068376069,0.5842597573366805,32.0,10.0,0.0
157,157,5_uneven,3,1,2,0.5793851717902351,0.5673076923076923,0.5568376068376069,0.5842597573366805,64.0,21.0,58.0
158,158,5_uneven,4,1,2,0.5793851717902351,0.475,0.5568376068376069,0.5842597573366805,81.0,27.0,100.0
159,159,5_uneven,5,1,2,0.5793851717902351,0.6282051282051282,0.5568376068376069,0.5842597573366805,131.0,45.0,271.0
160,160,5_uneven,1,1,3,0.5804701627486437,0.0,0.5628917378917379,0.5896833353586908,16.0,5.0,0.0
161,161,5_uneven,2,1,3,0.5804701627486437,0.0,0.5628917378917379,0.5896833353586908,32.0,10.0,0.0
162,162,5_uneven,3,1,3,0.5804701627486437,0.5576923076923077,0.5628917378917379,0.5896833353586908,64.0,21.0,58.0
163,163,5_uneven,4,1,3,0.5804701627486437,0.5027777777777778,0.5628917378917379,0.5896833353586908,81.0,27.0,97.0
164,164,5_uneven,5,1,3,0.5804701627486437,0.6282051282051282,0.5628917378917379,0.5896833353586908,131.0,45.0,267.0
165,165,5_uneven,1,1,4,0.5837251356238699,0.0,0.5642450142450143,0.589388292585967,16.0,5.0,0.0
166,166,5_uneven,2,1,4,0.5837251356238699,0.0,0.5642450142450143,0.589388292585967,32.0,10.0,0.0
167,167,5_uneven,3,1,4,0.5837251356238699,0.5673076923076923,0.5642450142450143,0.589388292585967,64.0,21.0,59.0
168,168,5_uneven,4,1,4,0.5837251356238699,0.4972222222222222,0.5642450142450143,0.589388292585967,81.0,27.0,100.0
169,169,5_uneven,5,1,4,0.5837251356238699,0.6282051282051282,0.5642450142450143,0.589388292585967,131.0,45.0,271.0
170,170,5_uneven,1,1,5,0.579746835443038,0.0,0.5618168868168868,0.5900450187335433,16.0,5.0,0.0
171,171,5_uneven,2,1,5,0.579746835443038,0.0,0.5618168868168868,0.5900450187335433,32.0,10.0,0.0
172,172,5_uneven,3,1,5,0.579746835443038,0.5576923076923077,0.5618168868168868,0.5900450187335433,64.0,21.0,58.0
173,173,5_uneven,4,1,5,0.579746835443038,0.4972222222222222,0.5618168868168868,0.5900450187335433,81.0,27.0,98.0
174,174,5_uneven,5,1,5,0.579746835443038,0.6305361305361306,0.5618168868168868,0.5900450187335433,131.0,45.0,271.0
175,175,5_uneven,1,1,6,0.5844484629294756,0.0,0.5564620564620565,0.5889069069559724,16.0,5.0,0.0
176,176,5_uneven,2,1,6,0.5844484629294756,0.0,0.5564620564620565,0.5889069069559724,32.0,10.0,0.0
177,177,5_uneven,3,1,6,0.5844484629294756,0.5480769230769231,0.5564620564620565,0.5889069069559724,64.0,21.0,58.0
178,178,5_uneven,4,1,6,0.5844484629294756,0.4861111111111111,0.5564620564620565,0.5889069069559724,81.0,27.0,99.0
179,179,5_uneven,5,1,6,0.5844484629294756,0.6351981351981352,0.5564620564620565,0.5889069069559724,131.0,45.0,271.0
180,180,5_uneven,1,1,7,0.5775768535262206,0.0,0.558987308987309,0.5833204884829015,16.0,5.0,0.0
181,181,5_uneven,2,1,7,0.5775768535262206,0.0,0.558987308987309,0.5833204884829015,32.0,10.0,0.0
